Timestamp,X,Y,Z
28-Jan-2025 17:52:14.593,-0.060624,-0.779579,10.519225
28-Jan-2025 17:52:14.603,-0.058678,-0.56268,9.544901
28-Jan-2025 17:52:14.613,-0.044008,-0.362097,9.222771
28-Jan-2025 17:52:14.623,-0.097747,-0.323477,9.280551
28-Jan-2025 17:52:14.633,-0.120649,-0.4326,9.638157
28-Jan-2025 17:52:14.643,-0.138163,-0.509091,9.96403
28-Jan-2025 17:52:14.653,-0.125289,-0.53843,10.022708
28-Jan-2025 17:52:14.663,-0.082329,-0.525108,9.952953
28-Jan-2025 17:52:14.673,-0.016017,-0.473765,9.910591
28-Jan-2025 17:52:14.683,0.012424,-0.436193,9.854607
28-Jan-2025 17:52:14.693,0.00479,-0.418979,9.836944
28-Jan-2025 17:52:14.703,-0.008832,-0.413141,9.82452
28-Jan-2025 17:52:14.713,-0.030087,-0.401016,9.810299
28-Jan-2025 17:52:14.723,-0.047302,-0.403561,9.775871
28-Jan-2025 17:52:14.733,-0.083826,-0.37976,9.7621
28-Jan-2025 17:52:14.743,-0.10089,-0.354613,9.802665
28-Jan-2025 17:52:14.753,-0.111668,-0.344883,9.831555
28-Jan-2025 17:52:14.763,-0.095202,-0.350421,9.852661
28-Jan-2025 17:52:14.773,-0.09116,-0.368833,9.849218
28-Jan-2025 17:52:14.783,-0.097447,-0.387245,9.843381
28-Jan-2025 17:52:14.793,-0.108824,-0.417182,9.830058
28-Jan-2025 17:52:14.803,-0.100441,-0.410446,9.810449
28-Jan-2025 17:52:14.813,-0.091909,-0.437989,9.794732
28-Jan-2025 17:52:14.823,-0.08637,-0.454904,9.811048
28-Jan-2025 17:52:14.833,-0.082628,-0.469274,9.821975
28-Jan-2025 17:52:14.843,-0.070803,-0.471969,9.811198
28-Jan-2025 17:52:14.853,-0.062271,-0.496817,9.798025
28-Jan-2025 17:52:14.863,-0.058678,-0.490829,9.816886
28-Jan-2025 17:52:14.873,-0.065564,-0.484093,9.82931
28-Jan-2025 17:52:14.883,-0.082778,-0.469723,9.838141
28-Jan-2025 17:52:14.892,-0.074395,-0.454605,9.863289
28-Jan-2025 17:52:14.902,-0.074545,-0.420775,9.847123
28-Jan-2025 17:52:14.912,-0.103585,-0.402363,9.793235
28-Jan-2025 17:52:14.922,-0.12035,-0.387544,9.711205
28-Jan-2025 17:52:14.932,-0.094005,-0.381856,9.765093
28-Jan-2025 17:52:14.942,-0.080682,-0.392783,9.886491
28-Jan-2025 17:52:14.952,-0.070204,-0.396825,9.843231
28-Jan-2025 17:52:14.962,-0.057031,-0.388891,9.771829
28-Jan-2025 17:52:14.972,-0.066761,-0.388891,9.804012
28-Jan-2025 17:52:14.982,-0.068707,-0.384101,9.849218
