Timestamp,X,Y,Z
28-Jan-2025 15:43:51.383,0.082478,-0.054786,9.78605
28-Jan-2025 15:43:51.393,0.094454,-0.047601,9.841435
28-Jan-2025 15:43:51.403,0.095501,-0.060624,9.921967
28-Jan-2025 15:43:51.413,0.093855,-0.085622,9.958042
28-Jan-2025 15:43:51.423,0.085622,-0.129032,9.999506
28-Jan-2025 15:43:51.433,0.056732,-0.155227,10.078542
28-Jan-2025 15:43:51.443,0.015418,-0.185464,10.06492
28-Jan-2025 15:43:51.453,-0.011077,-0.193098,9.979298
28-Jan-2025 15:43:51.462,-0.031884,-0.190554,9.915081
28-Jan-2025 15:43:51.473,-0.023801,-0.186961,9.889185
28-Jan-2025 15:43:51.483,-0.033231,-0.210013,9.884844
28-Jan-2025 15:43:51.493,-0.020507,-0.215552,9.908345
28-Jan-2025 15:43:51.503,-0.009131,-0.214055,9.92047
28-Jan-2025 15:43:51.513,0.001647,-0.220491,9.929452
28-Jan-2025 15:43:51.523,0.047601,-0.15403,9.949959
28-Jan-2025 15:43:51.533,0.078138,-0.071551,9.945768
28-Jan-2025 15:43:51.543,0.075443,0.011676,9.91583
28-Jan-2025 15:43:51.553,0.049996,0.087867,9.974209
28-Jan-2025 15:43:51.563,0.00015,0.101788,9.753418
28-Jan-2025 15:43:51.573,-0.034129,0.085772,9.52604
28-Jan-2025 15:43:51.583,-0.063318,0.054936,9.528436
28-Jan-2025 15:43:51.593,-0.032632,0.046703,9.624087
28-Jan-2025 15:43:51.603,0.087269,0.103884,9.619297
28-Jan-2025 15:43:51.613,0.167951,0.199834,9.567804
28-Jan-2025 15:43:51.623,0.228575,0.361798,9.581725
28-Jan-2025 15:43:51.633,0.234712,0.556692,9.632769
28-Jan-2025 15:43:51.643,0.199834,0.717009,9.688303
28-Jan-2025 15:43:51.652,0.061223,0.77913,9.816437
28-Jan-2025 15:43:51.662,-0.097298,0.742606,9.886192
28-Jan-2025 15:43:51.672,-0.211211,0.577649,9.821376
28-Jan-2025 15:43:51.682,-0.264051,0.316292,9.743688
