Timestamp,X,Y,Z
28-Jan-2025 18:25:49.038,-0.305365,2.887795,10.902877
28-Jan-2025 18:25:49.048,-0.348625,2.813849,10.888657
28-Jan-2025 18:25:49.058,-0.350721,2.733466,10.114617
28-Jan-2025 18:25:49.068,-0.347128,2.727328,9.451645
28-Jan-2025 18:25:49.078,-0.358804,2.822081,9.119785
28-Jan-2025 18:25:49.088,-0.320633,2.941084,8.856932
28-Jan-2025 18:25:49.098,-0.186662,3.019221,8.690328
28-Jan-2025 18:25:49.108,-0.031435,3.025359,8.860824
28-Jan-2025 18:25:49.118,0.043559,2.989583,9.291478
28-Jan-2025 18:25:49.128,-0.060325,2.919828,9.712253
28-Jan-2025 18:25:49.138,-0.189207,2.875371,9.930649
28-Jan-2025 18:25:49.148,-0.297132,2.839445,9.857601
28-Jan-2025 18:25:49.158,-0.326321,2.823728,9.594299
28-Jan-2025 18:25:49.168,-0.315394,2.845732,9.297765
28-Jan-2025 18:25:49.178,-0.270637,2.852917,9.125324
28-Jan-2025 18:25:49.187,-0.212857,2.85651,9.116193
28-Jan-2025 18:25:49.197,-0.232467,2.860701,9.185648
28-Jan-2025 18:25:49.207,-0.279169,2.835703,9.296119
28-Jan-2025 18:25:49.217,-0.334704,2.80816,9.397458
28-Jan-2025 18:25:49.227,-0.36075,2.795736,9.42515
28-Jan-2025 18:25:49.237,-0.391885,2.80352,9.414522
28-Jan-2025 18:25:49.247,-0.402214,2.81295,9.356892
28-Jan-2025 18:25:49.257,-0.397274,2.863096,9.328002
28-Jan-2025 18:25:49.267,-0.34608,2.959047,9.336086
28-Jan-2025 18:25:49.277,-0.302222,3.012336,9.334888
28-Jan-2025 18:25:49.287,-0.270338,3.055296,9.355246
28-Jan-2025 18:25:49.297,-0.225731,3.052602,9.360634
28-Jan-2025 18:25:49.307,-0.217498,2.974165,9.354647
28-Jan-2025 18:25:49.317,-0.237107,2.890639,9.357641
28-Jan-2025 18:25:49.327,-0.251627,2.808759,9.385632
28-Jan-2025 18:25:49.337,-0.268991,2.749183,9.350156
28-Jan-2025 18:25:49.347,-0.283361,2.719994,9.330248
28-Jan-2025 18:25:49.357,-0.243693,2.750979,9.36752
28-Jan-2025 18:25:49.367,-0.169448,2.777624,9.328002
28-Jan-2025 18:25:49.377,-0.114662,2.843188,9.291927
28-Jan-2025 18:25:49.387,-0.14415,2.946323,9.268277
28-Jan-2025 18:25:49.397,-0.193697,3.073259,9.24717
